[2026-03-22T15:49:23.001Z] GET http://localhost:5173/api/slots?date=2026-03-22 → 500 (2ms, ?B)
[2026-03-22T15:49:23.001Z] GET http://localhost:5173/api/contact → 500 (3ms, ?B)
[2026-03-22T15:49:27.199Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194567197 → 200 (58ms, 155284B)
[2026-03-22T15:49:27.199Z] GET http://localhost:5173/src/index.css?t=1774194567197 → 200 (53ms, 41361B)
[2026-03-22T15:49:27.258Z] GET http://localhost:5173/src/App.tsx?t=1774194567197 → 200 (11ms, 10965B)
[2026-03-22T15:49:33.257Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194573255 → 200 (55ms, 155348B)
[2026-03-22T15:49:33.257Z] GET http://localhost:5173/src/index.css?t=1774194573255 → 200 (50ms, 41361B)
[2026-03-22T15:49:33.317Z] GET http://localhost:5173/src/App.tsx?t=1774194573255 → 200 (5ms, 10965B)
[2026-03-22T15:49:38.957Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194578955 → 200 (51ms, 155357B)
[2026-03-22T15:49:38.957Z] GET http://localhost:5173/src/index.css?t=1774194578955 → 200 (47ms, 41361B)
[2026-03-22T15:49:39.009Z] GET http://localhost:5173/src/App.tsx?t=1774194578955 → 200 (6ms, 10965B)
[2026-03-22T15:49:43.170Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194583168 → 200 (60ms, 155267B)
[2026-03-22T15:49:43.170Z] GET http://localhost:5173/src/index.css?t=1774194583168 → 200 (52ms, 41361B)
[2026-03-22T15:49:43.231Z] GET http://localhost:5173/src/App.tsx?t=1774194583168 → 200 (7ms, 10965B)
[2026-03-22T15:49:46.359Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194586358 → 200 (57ms, 155299B)
[2026-03-22T15:49:46.359Z] GET http://localhost:5173/src/index.css?t=1774194586358 → 200 (39ms, 41361B)
[2026-03-22T15:49:46.433Z] GET http://localhost:5173/src/App.tsx?t=1774194586358 → 200 (12ms, 10965B)
[2026-03-22T15:49:51.317Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194591315 → 200 (65ms, 155359B)
[2026-03-22T15:49:51.317Z] GET http://localhost:5173/src/index.css?t=1774194591315 → 200 (54ms, 41361B)
[2026-03-22T15:49:51.387Z] GET http://localhost:5173/src/App.tsx?t=1774194591315 → 200 (5ms, 10965B)
[2026-03-22T15:50:12.010Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194612006 → 200 (58ms, 155344B)
[2026-03-22T15:50:12.011Z] GET http://localhost:5173/src/index.css?t=1774194612006 → 200 (51ms, 41361B)
[2026-03-22T15:50:12.068Z] GET http://localhost:5173/src/App.tsx?t=1774194612006 → 200 (29ms, 10965B)
[2026-03-22T15:50:14.293Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194614290 → 200 (51ms, 155428B)
[2026-03-22T15:50:14.293Z] GET http://localhost:5173/src/index.css?t=1774194614290 → 200 (45ms, 41361B)
[2026-03-22T15:50:14.345Z] GET http://localhost:5173/src/App.tsx?t=1774194614290 → 200 (7ms, 10965B)
[2026-03-22T15:50:17.543Z] GET http://localhost:5173/src/pages/PatientView.tsx?t=1774194617541 → 200 (48ms, 155448B)
[2026-03-22T15:50:17.543Z] GET http://localhost:5173/src/index.css?t=1774194617541 → 200 (44ms, 41361B)
[2026-03-22T15:50:17.595Z] GET http://localhost:5173/src/App.tsx?t=1774194617541 → 200 (7ms, 10965B)
